;identifier;titulo;descripcion;autor;fecha_publicacion;idioma;descargas;tamano;temas;formato;url;topics;data;num_favoritos;num_revisions;m4b_links
91;cambridge_medieval_history_v1_2107_librivox;The Cambridge Medieval History, Volume 01, The Christian Roman Empire and the Foundation of the Teutonic Kingdoms;"LibriVox recording of The Cambridge Medieval History, Volume 01, The Christian Roman Empire and the Foundation of the Teutonic Kingdoms by John Bagnell Bury. Read in English by KevinS; Louis Hehman; Jim Locke; Leni; L0ki; andreabertelli ; realisticspeakers; hiabc; Julie Barkley; Hopeforce1; Michele Eaton; Emanuela; CJB; Colleen McMahon; Alex Kameleon; Ruth P.; Peter Dann; FakeBertrandRussel; Andrew Huguelet; Daniel Davison; Kristine Bekere; Kazbek Volume 1: The Christian Roman Empire and the Foundation of the Teutonic Kingdoms ""The present work is intended as a comprehensive account of medieval times, drawn up on the same lines as The Cambridge Modern History but with a few improvements of detail suggested by experience. It is intended partly for the general reader, as a clear and, as far as possible, interesting narrative; partly for the student, as a summary of ascertained facts, with indications (not discussions) of disputed points; partly as a book of reference, containing all...";['John Bagnell Bury'];2021-07-06T00:00:00Z;['eng'];79076;5967519485;['librivox', 'audiobooks', 'christian roman empire', 'teutonic kingdoms'];audio;https://archive.org/details/cambridge_medieval_history_v1_2107_librivox;librivox, audiobooks, christian roman empire, teutonic kingdoms;2021-07-06;19;79076;[{'url': 'https://archive.org/download/cambridge_medieval_history_v1_2107_librivox/CambridgeMedieval01-00-23_librivox.m4b', 'text': 'M4B Audiobook 00-23 (309MB)'}, {'url': 'https://archive.org/download/cambridge_medieval_history_v1_2107_librivox/CambridgeMedieval01-24-47_librivox.m4b', 'text': 'M4B Audiobook 24-47 (335MB)'}, {'url': 'https://archive.org/download/cambridge_medieval_history_v1_2107_librivox/CambridgeMedieval01-48-71_librivox.m4b', 'text': 'M4B Audiobook 48-71 (346MB)'}]
92;orgullo_y_prejuicio_vol_2_2101_librivox;Orgullo y Prejuicio (Vol 2);LibriVox recording of Orgullo y Prejuicio (Vol 2) by Jane Austen. (Translated by José Jordán de Urríes y Azara.) Read in Spanish by Victor Villarraza Orgullo y prejuicio (en inglés, Pride and Prejudice), publicada por primera vez el 28 de enero de 1813 como una obra anónima, es la más famosa de las novelas de Jane Austen y una de las primeras comedias románticas en la historia de la novela. Su primera frase es, además, una de las más famosas en la literatura inglesa: «Es una verdad mundialmente reconocida que un hombre soltero, poseedor de una gran fortuna, necesita una esposa». Es una novela de desarrollo personal, en la que las dos figuras principales, Elizabeth Bennet y Fitzwilliam Darcy, cada uno a su manera y, no obstante, de forma muy parecida, deben madurar para superar algunas crisis y aprender de sus errores para poder encarar el futuro en común, superando el orgullo de clase de Darcy y los prejuicios de Elizabeth hacia él - Summary by Phileas Fogg For further information,...;['Jane Austen'];2021-01-03T00:00:00Z;['spa'];186319;1405459832;['librivox', 'audiobooks', 'austen', 'orgullo y prejuicio', 'fitzwilliam', 'isabel'];audio;https://archive.org/details/orgullo_y_prejuicio_vol_2_2101_librivox;librivox, audiobooks, austen, orgullo y prejuicio, fitzwilliam, isabel;2021-01-03;3;186038;[{'url': 'https://archive.org/download/orgullo_y_prejuicio_vol_2_2101_librivox/OrgulloPrejuicio_librivox.m4b', 'text': 'M4B Audiobook (224MB)'}]
93;arabella_stuart_2112_librivox;Arabella Stuart;LibriVox recording of Arabella Stuart by George Payne Rainsford James. Read in English by Lynne T Lady Arabella Stuart was an English noblewoman at the beginning of the seventeenth century. At one time considered to be a possible successor to Elizabeth I, the crown eventually went to her cousin, the tyrannical James I. Our story begins in 1603, shortly after his ascension to the throne. Apparently she was happy at the change in fortune, although relations with her kinsman deteriorated after her clandestine marriage, which was incorrectly seen as a power struggle. Even her closest friends could not protect her. In James's usual fashion, this is a colorful fictional account of her life. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 00-23 (241MB) M4B...;['George Payne Rainsford James'];2021-12-14T00:00:00Z;['eng'];69857;2744824382;['librivox', 'audiobooks', 'romance', 'plague', 'cousin', 'james i', 'succession', 'banishment'];audio;https://archive.org/details/arabella_stuart_2112_librivox;librivox, audiobooks, romance, plague, cousin, james i, succession, banishment;2021-12-14;2;69857;[{'url': 'https://archive.org/download/arabella_stuart_2112_librivox/ArabellaStuart00-23_librivox.m4b', 'text': 'M4B Audiobook 00-23 (241MB)'}, {'url': 'https://archive.org/download/arabella_stuart_2112_librivox/ArabellaStuart24-46_librivox.m4b', 'text': 'M4B Audiobook 24-46 (206MB)'}]
94;cantico_de_navidad_2112_librivox;El Cántico de Navidad;LibriVox recording of El Cántico de Navidad by Charles Dickens. (Translated by Luis Barthe.) Read in Spanish by Epachuko Clásico cuento de Navidad, tantas veces reinterpretado y adaptado. Una Nochebuena el ávaro señor Scrooge recibe la aparición del fantasma de su ex socio Marley. Éste le anuncia que esa misma noche le visitarán tres espíritus más: los de las navidades pasadas, presentes y futuras, con el propósito de hacerle recapacitar sobre su vida y el sentido de las fiestas. Popularísimo novelista y gran activista social, Charles Dickens es el mejor representante de la novela victoriana. Poseedor de un humor satírico y una aguda capacidad de observación, los vuelca en el retrato de personajes increíblemente tridimensionales que se mueven en una vívida representación de la sociedad inglesa de su época en historias inolvidables que trascienden el tiempo. (Introducción por Epachuko y Jasna) For further information, including links to online text, reader information, RSS feeds, CD...;['Charles Dickens'];2021-12-21T00:00:00Z;['spa'];107255;554070431;['librivox', 'audiobooks', 'dickens', 'navidad', 'fantasmas'];audio;https://archive.org/details/cantico_de_navidad_2112_librivox;librivox, audiobooks, dickens, navidad, fantasmas;2021-12-21;5;107255;[{'url': 'https://archive.org/download/cantico_de_navidad_2112_librivox/CanticaNavidad_librivox.m4b', 'text': 'M4B Audiobook (91MB)'}]
95;love_stories_4_2110_librivox;Love Stories Volume 4;LibriVox recording of Love Stories Volume 4 by Various. Read in English by Librivox volunteers Here are 20 more love stories under an hour each, offered by Librivox volunteers, covering all kinds of experiences involving romance or other kinds of love resulting in heartbreak or happiness -- where the heart overflows with passion, pride, emotion or wonder. You know -- love. ( ~ Michele Fry) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (96MB);['Various'];2021-10-10T00:00:00Z;['eng'];92855;1024142055;['librivox', 'audiobooks', 'romance', 'short stories', 'love'];audio;https://archive.org/details/love_stories_4_2110_librivox;librivox, audiobooks, romance, short stories, love;2021-10-10;7;92855;[{'url': 'https://archive.org/download/love_stories_4_2110_librivox/LoveStories4_librivox.m4b', 'text': 'M4B Audiobook (96MB)'}]
96;burglarsclub_2106_librivox;The Burglars' Club;"LibriVox recording of The Burglars' Club by Henry Augustus Hering. Read in English by Librivox Volunteers 'He's one of us,' the burglar explained. 'You see, we are men who have pretty well exhausted the pleasures of life. We've all been in the Army or the Navy, all of us are sportsmen, and we are bachelors; so there isn't much excitement left for us. We've started a Burglars' Club to help things on a bit. The entrance fee is a town burglary, the subject to be set by our president, and every other year each member has to keep up his subscription by a provincial line.' (excerpt from the book) Humour, crime and adventure in Victorian London. - Summary by Rapunzelina For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (167MB)";['Henry Augustus Hering'];2021-06-08T00:00:00Z;['eng'];70465;1034088275;['librivox', 'audiobooks'];audio;https://archive.org/details/burglarsclub_2106_librivox;librivox, audiobooks, ;2021-06-08;3;70465;[{'url': 'https://archive.org/download/burglarsclub_2106_librivox/BurglarsClub_librivox.m4b', 'text': 'M4B Audiobook (167MB)'}]
97;collection_piecesunactemonologues_002_2103_librivox;Collection : pièces en un acte & monologues 002;"LibriVox recording of Collection : pièces en un acte & monologues 002 by Various; Julien Sermet; Emmanuel Matrat. Read in French by czandra; Christiane Jehanne; Cocotte; Ezwa. Ceci est une collection de pièces en un acte et de monologues en français. This is a collection of French one-act plays and monologues. - Summary by Jc Guan, traduit par Ezwa. Cette compilation comprend : 1. Ah ! Mince par Jules Jouy et Julien Sermet 2. L'Araignée par Pierre Trimouillat 3. Les Arts incohérents par Gustave Lanier et Emmanuel Matrat 4. Le Baptême d'une rose par Fernand Beissier 5. Les Enfants par Georges Feydeau 6. La Lettre rose par Alphonse de Launay 7. Mon futur par Gabriel Liquier 8. Par téléphone par E. Du Tesch 9. Peau d'âne vue d'une loge... de portière 10. Premier amour par Paul Bilhaud For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free...";['Various'];2021-03-27T00:00:00Z;['fre'];63643;184644863;['librivox', 'audiobooks', 'poésie', 'theatre'];audio;https://archive.org/details/collection_piecesunactemonologues_002_2103_librivox;librivox, audiobooks, poésie, theatre;2021-03-27;1;63643;[{'url': 'https://archive.org/download/collection_piecesunactemonologues_002_2103_librivox/Collection002_librivox.m4b', 'text': 'M4B Audiobook (30.4MB)'}]
98;abc_of_atoms_2108_librivox;The ABC of Atoms;"LibriVox recording of The ABC of Atoms by Bertrand Russell. Read in English by MaybeCordelia; Owlivia; J. M. Smallheer; Arden; Rick Jay; jennyvoix; justforfun123; Usha Ganesh A short introductory book about atoms, subatomic particles and new (at that time) physics theories. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (93MB)";['Bertrand Russell'];2021-08-08T00:00:00Z;['eng'];47393;570709964;['librivox', 'audiobooks', 'relativity', 'chemistry', 'atoms'];audio;https://archive.org/details/abc_of_atoms_2108_librivox;librivox, audiobooks, relativity, chemistry, atoms;2021-08-08;6;47393;[{'url': 'https://archive.org/download/abc_of_atoms_2108_librivox/ABCAtoms_librivox.m4b', 'text': 'M4B Audiobook (93MB)'}]
99;mlaw011_2110_librivox;Myths and Legends Around the World - Collection 11;LibriVox recording of Myths and Legends Around the World - Collection 11 by Various. Read in English by LibriVox Volunteers. This collection is dedicated to recordings of short mythical or legendary works which are in the Public Domain. The stories tell of legends, heroes, myths, and ancient lore from many different cultures. (Summary by Lynette Caulkins) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (48MB);['Various'];2021-10-08T00:00:00Z;['eng'];50169;297086492;['librivox', 'audiobooks', 'culture', 'short stories', 'fairy tales', 'myths', 'Legends', 'heroes', 'folk stories', 'lore'];audio;https://archive.org/details/mlaw011_2110_librivox;librivox, audiobooks, culture, short stories, fairy tales, myths, Legends, heroes, folk stories, lore;2021-10-08;10;50169;[{'url': 'https://archive.org/download/mlaw011_2110_librivox/MythsLegends11_librivox.m4b', 'text': 'M4B Audiobook (48MB)'}]
100;crocodile_2103_librivox;The Crocodile (Version 2);"LibriVox recording of The Crocodile (Version 2) by Fyodor Dostoyevsky. (Translated by Constance Garnett.) Read in English by Phillip Cryan Fyodor Dostoevesky's ""The Crocodile,"" first published in 1865 in the magazine ""Epoch,"" is the story of Ivan Matveitch, a young man who gets swallowed by a crocodile, and survives. What will life be like for him, inside the crocodile? How will his marriage with Elena Ivanovna fare? (Summary by Phillip Cryan) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (45MB)";['Fyodor Dostoyevsky'];2021-03-09T00:00:00Z;['eng'];77809;264409528;['librivox', 'audiobooks', 'fantasy', 'satire', 'humor'];audio;https://archive.org/details/crocodile_2103_librivox;librivox, audiobooks, fantasy, satire, humor;2021-03-09;1;77539;[{'url': 'https://archive.org/download/crocodile_2103_librivox/Crocodile_librivox.m4b', 'text': 'M4B Audiobook (45MB)'}]
